Price,Bathrooms,Bedrooms,ParkingSlots,SquareMeters,GpsLongitude,GpsLatitude,Municipio,Estado
9500000,4,4,4,470.00,-89.6110378,21.0634817,Merida,Yucatán
799999,2,2,1,71.00,-100.3981358,20.6635528,Santiago de Querétaro,Querétaro
5250000,3,3,2,177.00,-99.2993504,19.3557507,Cuajimalpa,Ciudad de México
8200000,2,3,3,156.00,-99.1649891,19.3935143,Benito Juarez,Ciudad de México
6250000,3,3,3,200.00,-99.2936933,19.3563638,Cuajimalpa,Ciudad de México
19750000,3,3,4,256.00,-99.2545406,19.3859923,Cuajimalpa,Ciudad de México
7200000,3,3,4,599.00,-89.61457,21.0232521,Merida,Yucatán
6300000,2,2,2,140.00,-99.1735911,19.3965369,Benito Juarez,Ciudad de México
9900000,3,3,2,199.00,-99.2869718,19.3881874,Huixquilucan,Estado de México
6500000,2,3,2,178.00,-99.2040557,19.3614558,Álvaro Obregón,Ciudad de México
4990000,2,2,2,90.00,-99.1649891,19.3935143,Benito Juarez,Ciudad de México
22950000,2,2,4,359.00,-99.26516,19.3893471,Cuajimalpa,Ciudad de México
15000000,3,3,4,480.00,-99.2654185,19.4091803,Huixquilucan,Estado de México
1200000,1,2,1,80.00,-99.599123,18.9595598,Tenancingo Municipality,Estado de México
5500000,2,3,2,195.00,-99.2933,19.3626,Cuajimalpa,Ciudad de México
720000,1,2,1,67.00,-99.2197254,19.6845793,Cuautitlán Izcalli Municipality,Estado de México
22990000,3,3,4,416.00,-99.2328148,19.4088861,Miguel Hidalgo,Ciudad de México
1499175,2,2,2,750.00,-98.2927352,19.0671581,San Pedro Cholula,Puebla
11990000,4,3,2,305.00,-99.2607327,19.4225395,Huixquilucan,Estado de México
14900000,3,3,3,380.00,-99.2585804,19.4145145,Huixquilucan,Estado de México
7950000,3,3,2,365.00,-99.8971566,20.5405126,Tequisquiapan Municipality,Querétaro
24900000,3,3,3,600.00,-99.2255625,19.3863928,Álvaro Obregón,Ciudad de México
2805000,2,2,1,66.00,-99.1639836,19.3704849,Benito Juarez,Ciudad de México
5490000,2,2,2,95.00,-99.1691413,19.4301322,Cuauhtémoc,Ciudad de México
16900000,3,4,3,300.00,-99.2052,19.3214,Álvaro Obregón,Ciudad de México
18000000,4,4,4,560.00,-99.285257,19.4072972,Huixquilucan,Estado de México
16800000,3,3,3,525.00,-99.2681436,19.4215899,Huixquilucan,Estado de México
4550000,4,4,3,290.00,-100.3309186,20.6762524,El Marqués,Querétaro
4200000,3,4,2,190.00,-99.2587572,18.9707289,Cuernavaca,Morelos
11800000,2,3,2,544.00,-99.2615406,19.4114754,Huixquilucan,Estado de México
17900000,2,3,2,300.00,-99.2109178,19.4370225,Miguel Hidalgo,Ciudad de México
20500000,3,3,4,690.00,-99.2770078,19.392834,Huixquilucan,Estado de México
15480000,2,2,2,200.00,-99.1642694,19.4202688,Cuauhtémoc,Ciudad de México
1800000,3,3,2,146.00,-100.3883931,25.7333734,Monterrey,Nuevo León
528000,1,3,1,58.00,-98.2232498,19.0554348,Puebla de los Angeles,Puebla
23000000,3,3,4,380.00,-99.1912897,19.3465231,Álvaro Obregón,Ciudad de México
3300000,2,3,2,135.00,-99.1147377,19.2593143,Xochimilco,Ciudad de México
3690000,2,3,3,100.00,-99.107331,19.4157721,Venustiano Carranza,Ciudad de México
4100000,2,2,1,88.00,-99.8492134,16.8461487,Acapulco,Guerrero
1712000,3,3,2,121.00,-99.2333937,18.7391303,Xochitepec,Morelos
3098000,3,3,2,120.00,-99.0722099,19.3581276,Iztapalapa,Ciudad de México
1416500,3,3,2,125.00,-98.7772001,20.0304115,Pachuca,Hidalgo
1248000,3,3,2,141.00,-98.8007972,20.0113521,Zempoala,Hidalgo
23990000,3,3,4,500.00,-99.2659044,19.4151846,Huixquilucan,Estado de México
3098000,2,3,2,120.00,-99.1027768,19.3783411,Iztapalapa,Ciudad de México
3800000,3,3,2,290.00,-86.8411505,21.1466678,Benito Juárez,Quintana Roo
9950000,3,3,3,325.00,-99.2817332,19.404419,Huixquilucan,Estado de México
950000,3,4,2,95.00,-98.9447886,19.8442552,Tizayuca,Hidalgo
4700000,4,4,2,312.00,-89.6005295,21.0435953,Merida,Yucatán
3098000,2,3,2,120.00,-99.1162509,19.3797089,Iztapalapa,Ciudad de México
2650000,2,3,1,112.00,-99.2593844,19.4517859,Naucalpan de Juárez,Estado de México
14000000,3,3,4,450.00,-99.2621,19.4089,Huixquilucan,Estado de México
7500000,4,4,2,480.00,-98.7496557,20.1030567,Pachuca,Hidalgo
12100000,3,2,2,170.00,-99.1768966,19.4172347,Cuauhtémoc,Ciudad de México
10450000,3,3,2,240.00,-99.2612356,19.4040893,Huixquilucan,Estado de México
9980000,3,3,3,240.00,-99.292462,19.3978289,Huixquilucan,Estado de México
18800000,3,3,4,420.00,-99.2484989,19.395978,Miguel Hidalgo,Ciudad de México
16900000,4,4,4,510.00,-99.3531345,19.3583925,Huixquilucan,Estado de México
3159000,2,3,1,95.00,-99.1337701,19.3205557,Coyoacán,Ciudad de México
4206823,2,3,2,116.00,-86.7908804,21.1483155,,Quintana Roo
35750000,3,2,3,325.00,-99.2738425,19.3444922,Cuajimalpa,Ciudad de México
2850000,3,3,3,160.00,-98.9328137,18.8689576,Cuautla Municipality,Morelos
3100000,2,4,2,400.00,-100.972807,22.1347411,San Luis Potosí,San Luis Potosí
15500000,3,4,3,487.00,-99.2340503,19.421009,Naucalpan de Juárez,Estado de México
2805000,2,2,1,70.00,-99.1448401,19.3647161,Benito Juarez,Ciudad de México
1650000,3,3,1,110.00,-89.6605926,21.0813476,Merida,Yucatán
8890000,3,3,2,400.00,-99.2966,19.5549,Atizapán de Zaragoza,Estado de México
2100000,2,4,2,158.00,-99.0396241,19.5851105,Ecatepec,Estado de México
2990000,1,3,2,75.00,-99.1803079,19.4492037,Miguel Hidalgo,Ciudad de México
8700000,3,3,3,248.00,-99.2079263,19.333928,Álvaro Obregón,Ciudad de México
4400000,2,2,2,98.00,-99.1520583,19.3914512,Benito Juarez,Ciudad de México
13200000,4,4,3,580.00,-86.8406846,21.1112014,Benito Juárez,Quintana Roo
2750000,4,3,3,200.00,-98.1723614,19.0128436,Puebla de los Angeles,Puebla
26500000,4,4,3,825.00,-99.2318831,19.4275757,Naucalpan de Juárez,Estado de México
2600000,1,1,1,40.00,-86.7748942,21.0780793,Benito Juárez,Quintana Roo
5400000,4,3,4,280.00,-99.58092,19.2627,Metepec,Estado de México
2950000,3,3,1,147.00,-116.5809771,31.8272123,Ensenada,Baja California
7400000,2,3,2,185.00,-99.2866298,19.390973,Huixquilucan,Estado de México
2200000,3,3,2,190.00,-98.9153054,19.3110769,Ixtapaluca,Estado de México
13000000,4,4,4,370.00,-99.2528871,19.3846461,Cuajimalpa,Ciudad de México
5032894,2,2,2,75.00,-99.1928085,19.3596395,Álvaro Obregón,Ciudad de México
6650564,2,2,2,76.00,-99.1806878,19.4096083,Cuauhtémoc,Ciudad de México
590000,1,2,1,55.00,-99.1439653,19.686089,Cuautitlán Municipality,Estado de México
20500000,2,2,2,137.00,-99.1889493,19.4308025,Miguel Hidalgo,Ciudad de México
10800000,4,3,2,220.00,-99.1743528,19.4130556,Cuauhtémoc,Ciudad de México
5900000,4,4,2,290.00,-99.6668063,18.8302587,Ixtapan de la Sal,Estado de México
3500000,2,3,2,108.00,-100.3624216,20.5717189,Santiago de Querétaro,Querétaro
1400000,1,3,1,70.00,-99.1205808,19.4305218,Venustiano Carranza,Ciudad de México
12600000,4,4,4,314.00,-99.1648002,19.3972605,Benito Juarez,Ciudad de México
2400000,3,3,2,167.00,-100.3342011,20.59829,El Marqués,Querétaro
605000,1,2,1,60.00,-99.0977854,19.6152626,Coacalco de Berriozábal,Estado de México
4700000,3,3,2,98.00,-99.1688791,19.3583446,Coyoacán,Ciudad de México
1590000,2,3,2,150.00,-98.9590289,20.2810766,Actopan,Hidalgo
2325000,2,2,1,139.00,-99.0853572,19.414027,Venustiano Carranza,Ciudad de México
5500000,3,3,3,260.00,-99.1325578,19.265208,Xochimilco,Ciudad de México
3300000,2,2,2,76.00,-99.2876,19.4337,Huixquilucan,Estado de México
1240000,2,3,1,100.00,-99.17644,18.882404,Jiutepec,Morelos
3850000,3,4,2,212.00,-86.852177,21.112044,Benito Juárez,Quintana Roo
4290000,4,3,2,186.00,-99.2074918,19.2624569,Tlalpan,Ciudad de México
1400000,2,2,3,110.00,-98.2373864,19.063878,Puebla de los Angeles,Puebla
12000000,2,3,2,400.00,-99.2563687,19.4250546,Huixquilucan,Estado de México
15990000,3,3,4,417.00,-99.2886255,19.4242739,Huixquilucan,Estado de México
11950000,3,3,3,400.00,-99.2627161,19.4035093,Huixquilucan,Estado de México
5108389,2,2,2,87.00,-99.1931359,19.3600378,Álvaro Obregón,Ciudad de México
2240000,2,2,2,71.00,-99.189506,19.474826,Azcapotzalco,Ciudad de México
8200000,2,2,1,98.00,-99.1887835,19.4365282,Miguel Hidalgo,Ciudad de México
4200000,4,4,2,235.00,-86.861694,21.1014357,Benito Juárez,Quintana Roo
6650000,3,3,2,360.00,-101.0192709,22.1212053,San Luis Potosí,San Luis Potosí
2800000,3,3,2,130.00,-100.3446207,20.6501409,Santiago de Querétaro,Querétaro
5800000,2,3,3,130.00,-99.2825527,19.4314063,Huixquilucan,Estado de México
1680000,2,3,2,100.00,-99.2695704,18.9639342,Cuernavaca,Morelos
3925000,3,3,2,167.00,-86.8696212,21.092262,Benito Juárez,Quintana Roo
6800000,3,3,2,251.00,-99.2787,19.3921,Huixquilucan,Estado de México
1750000,2,2,2,65.00,-86.8679955,21.095324,Benito Juárez,Quintana Roo
1595000,2,3,2,180.00,-100.2054004,25.7297167,Guadalupe,Nuevo León
3399000,2,2,2,96.00,-103.4200409,20.6847892,Zapopan,Jalisco
19400000,3,3,2,325.00,-99.1862318,19.4343655,Miguel Hidalgo,Ciudad de México
5300000,3,3,2,206.00,-98.2295774,19.0601074,Puebla de los Angeles,Puebla
2750000,2,2,2,78.00,-99.2705556,19.5417033,Atizapán de Zaragoza,Estado de México
11500000,3,4,3,210.00,-99.2714307,19.4049613,Huixquilucan,Estado de México
1380000,2,3,2,90.00,-99.2430324,18.9437833,Cuernavaca,Morelos
1900000,1,1,1,60.00,-99.1990988,19.3453443,Álvaro Obregón,Ciudad de México
1600000,3,3,2,140.00,-86.8811541,21.1263054,Benito Juárez,Quintana Roo
5500000,3,4,2,250.00,-99.6670635,18.8319164,Ixtapan de la Sal,Estado de México
3925000,3,3,2,167.00,-86.8696212,21.092262,Benito Juárez,Quintana Roo
3300000,2,2,2,63.00,-99.1558093,19.4055766,Cuauhtémoc,Ciudad de México
4550000,4,3,2,155.00,-100.3801698,20.5844885,Santiago de Querétaro,Querétaro
5217000,2,2,2,182.00,-99.2217537,19.2831289,Tlalpan,Ciudad de México
5990000,2,2,1,91.00,-99.0754886,19.4921143,Gustavo A. Madero,Ciudad de México
2480000,1,3,1,94.00,-99.2282672,19.2929216,Tlalpan,Ciudad de México
4200000,2,3,2,162.00,-86.8406846,21.1112014,Benito Juárez,Quintana Roo
4800000,2,2,2,126.00,-99.1919021,19.340111,Álvaro Obregón,Ciudad de México
9900000,4,3,3,215.00,-99.1739684,19.3802762,Benito Juarez,Ciudad de México
4750000,4,3,2,165.00,-100.3801698,20.5844885,Santiago de Querétaro,Querétaro
3450000,3,3,4,350.00,-98.9825083,18.960767,Tlayacapan,Morelos
12800000,4,4,4,480.00,-99.2699293,19.3915549,Huixquilucan,Estado de México
4800000,3,3,2,264.00,-100.4197539,20.5485058,Corregidora Municipality,Querétaro
5890000,4,3,3,285.00,-103.4424844,20.7307913,Zapopan,Jalisco
680000,1,2,1,49.00,-99.2003157,19.6439132,Cuautitlán Izcalli Municipality,Estado de México
5950000,4,3,3,360.00,-99.2342132,19.4906448,Naucalpan de Juárez,Estado de México
7000000,4,4,2,400.00,-98.3197761,19.0131849,San Andrés Cholula,Puebla
1100000,1,2,1,120.00,-98.2698458,19.0625771,San Pedro Cholula,Puebla
2400000,2,3,2,144.00,-100.446028,20.6917018,Santiago de Querétaro,Querétaro
5950000,3,3,3,136.00,-99.1392941,19.3168729,Coyoacán,Ciudad de México
4200000,2,3,1,254.00,-98.944864,18.9131902,Atlatlahucan Municipality,Morelos
750000,1,2,1,80.00,-98.7673845,20.0627324,Mineral de la Reforma,Hidalgo
2100000,3,3,2,185.00,-89.6446178,21.0123904,Merida,Yucatán
1590000,2,2,1,70.00,-99.2425202,18.9725898,Cuernavaca,Morelos
4990000,2,3,2,110.00,-99.1812014,19.3898116,Benito Juarez,Ciudad de México
2320000,3,3,2,203.00,-100.2723132,25.7726836,General Escobedo,Nuevo León
4600000,2,4,2,230.00,-99.229086,19.3659788,Álvaro Obregón,Ciudad de México
2854000,1,2,1,54.00,-99.1264444,19.4851839,Gustavo A. Madero,Ciudad de México
4200000,4,4,2,235.00,-86.8696212,21.092262,Benito Juárez,Quintana Roo
1800000,2,2,1,905.00,-89.6178398,21.032199,Merida,Yucatán
12200000,2,3,2,184.00,-99.2134442,19.4249374,Miguel Hidalgo,Ciudad de México
3600000,1,1,1,58.00,-99.2697006,19.3710674,Cuajimalpa,Ciudad de México
5000000,2,3,2,240.00,-99.1125789,19.2938574,Tlalpan,Ciudad de México
6580413,2,3,2,111.00,-99.1680476,19.4029252,Cuauhtémoc,Ciudad de México
8000000,3,3,3,680.00,-100.457921,20.7160594,Santiago de Querétaro,Querétaro
5200000,4,3,2,235.00,-103.4595025,20.7235825,Zapopan,Jalisco
8100000,4,4,3,340.00,-100.3626432,20.6130573,Santiago de Querétaro,Querétaro
3250000,2,3,2,125.00,-99.1459787,19.267574,Tlalpan,Ciudad de México
6800000,2,2,1,101.00,-99.1573271,19.4245396,Cuauhtémoc,Ciudad de México
4900000,4,3,2,389.00,-99.2139635,18.856141,Emiliano Zapata,Morelos
1780000,2,3,2,143.00,-99.178181,18.9183939,Jiutepec,Morelos
4500000,2,2,2,90.00,-99.1628764,19.3627615,Benito Juarez,Ciudad de México
7750000,2,4,2,198.00,-99.2090542,19.332447,Álvaro Obregón,Ciudad de México
9990000,2,3,2,300.00,-99.2788589,19.4002773,Huixquilucan,Estado de México
3250000,3,3,2,238.00,-100.344915,20.5885233,Santiago de Querétaro,Querétaro
8500000,3,3,3,250.00,-99.1977818,19.3593975,Álvaro Obregón,Ciudad de México
3150000,2,2,2,71.00,-99.198846,19.3828686,Álvaro Obregón,Ciudad de México
11300000,4,4,4,500.00,-103.4151844,20.7003188,Zapopan,Jalisco
2700000,4,4,2,306.00,-99.5576971,19.2593587,Metepec,Estado de México
5000000,4,3,2,350.00,-100.92314,25.4942832,Arteaga,Coahuila de Zaragoza
5157000,3,3,2,105.00,-99.1877066,19.3657173,Benito Juarez,Ciudad de México
4880000,2,2,1,86.00,-99.1767717,19.3825153,Benito Juarez,Ciudad de México
4900000,2,2,2,89.00,-99.169562,19.3940256,Benito Juarez,Ciudad de México
1690000,2,2,2,130.00,-89.6039725,21.2929822,Progreso,Yucatán
4250000,1,1,2,72.00,-99.1774462,19.3943574,Benito Juarez,Ciudad de México
6500000,4,4,2,265.00,-99.2187844,19.2936025,Tlalpan,Ciudad de México
26000000,3,3,4,560.00,-99.2480728,19.4010793,Miguel Hidalgo,Ciudad de México
23300000,4,3,2,270.00,-99.1980301,19.4317129,Miguel Hidalgo,Ciudad de México
5350000,3,3,3,114.00,-99.1640102,19.392697,Benito Juarez,Ciudad de México
16000000,3,3,4,375.00,-99.2993504,19.3557507,Cuajimalpa,Ciudad de México
14500000,3,3,3,450.00,-99.233892,19.4270235,Naucalpan de Juárez,Estado de México
3800000,3,4,3,202.00,-100.4664387,20.6959284,Santiago de Querétaro,Querétaro
7590000,3,3,2,227.00,-99.1784031,19.3699141,Benito Juarez,Ciudad de México
24000000,4,3,4,360.00,-99.2323029,19.4203459,Naucalpan de Juárez,Estado de México
850000,2,3,2,130.00,-98.1046409,19.40943,Apizaco Municipality,Tlaxcala
16000000,4,3,4,340.00,-99.2067167,19.3448861,Álvaro Obregón,Ciudad de México
17500000,4,4,2,365.00,-99.2488196,19.5070948,Naucalpan de Juárez,Estado de México
2800000,3,3,3,180.00,-98.2896035,19.0714848,San Pedro Cholula,Puebla
3700000,2,2,2,110.00,-99.1985965,19.3627359,Álvaro Obregón,Ciudad de México
2850000,2,3,2,80.00,-99.1575155,19.4794467,Azcapotzalco,Ciudad de México
4300000,4,3,2,132.00,-99.2912149,19.5534967,Atizapán de Zaragoza,Estado de México
1650000,1,3,1,62.00,-99.1132202,19.412061,Venustiano Carranza,Ciudad de México
2170000,2,2,2,142.00,-89.6181018,21.0307114,Merida,Yucatán
3700000,3,2,1,100.00,-99.1658877,19.3982105,Benito Juarez,Ciudad de México
13000000,2,2,2,160.00,-99.2063746,19.4342057,Miguel Hidalgo,Ciudad de México
4100000,3,4,1,220.00,-99.8479169,16.8112586,Acapulco,Guerrero
14000000,4,4,3,300.00,-99.2018696,19.3552616,Álvaro Obregón,Ciudad de México
11500000,3,3,2,260.00,-99.2699159,19.3768339,Cuajimalpa,Ciudad de México
7000000,4,3,3,150.00,-99.163194,19.3613949,Benito Juarez,Ciudad de México
600000,1,2,1,70.00,-99.1064226,19.6543686,Coacalco de Berriozábal,Estado de México
1700000,2,2,2,90.00,-99.2373845,18.9822001,Cuernavaca,Morelos
1350000,3,3,2,95.00,-99.163586,18.889642,Jiutepec,Morelos
6400000,3,2,2,180.00,-99.1055844,19.413123,Venustiano Carranza,Ciudad de México
3090000,2,2,2,72.00,-99.1556226,19.4641293,Azcapotzalco,Ciudad de México
4380000,4,3,2,300.00,-98.2837732,18.9831079,San Andrés Cholula,Puebla
4590000,3,3,2,220.00,-103.4518263,20.6769874,Zapopan,Jalisco
5150000,2,2,1,98.00,-99.180181,19.401614,Miguel Hidalgo,Ciudad de México
8250000,2,2,1,129.00,-99.1573271,19.4245396,Cuauhtémoc,Ciudad de México
17500000,4,3,2,187.00,-99.2040036,19.4376097,Miguel Hidalgo,Ciudad de México
3810000,2,2,1,85.00,-99.1497664,19.3604024,Benito Juarez,Ciudad de México
6300000,2,3,2,1135.00,-99.161313,19.364965,Benito Juarez,Ciudad de México
1090000,1,1,2,79.00,-89.6272296,21.0048187,Merida,Yucatán
1790000,1,1,1,70.00,-87.0231713,20.6738377,Solidaridad,Quintana Roo
2650000,3,3,2,180.00,-100.3703542,20.5836185,Santiago de Querétaro,Querétaro
3980000,2,3,1,110.00,-99.1578877,19.3582788,Benito Juarez,Ciudad de México
14000000,3,3,3,400.00,-99.2441459,19.4226495,Huixquilucan,Estado de México
3490000,1,1,2,60.00,-99.1532043,19.3807174,Benito Juarez,Ciudad de México
12500000,2,2,2,171.00,-99.1956012,19.4340199,Miguel Hidalgo,Ciudad de México
3950000,3,4,2,258.00,-99.2213887,19.3668171,Álvaro Obregón,Ciudad de México
3500000,3,3,2,340.00,-89.6780555,21.0483333,Merida,Yucatán
1390000,3,3,2,125.00,-98.9197277,18.7941792,Cuautla Municipality,Morelos
9840000,3,2,2,146.00,-99.1615832,19.4129403,Cuauhtémoc,Ciudad de México
2834000,1,1,1,61.00,-86.7708021,21.1398859,Benito Juárez,Quintana Roo
3800000,2,2,2,279.00,-99.1746499,19.5261432,Tlalnepantla de Baz,Estado de México
2900000,1,2,1,90.00,-99.1266925,19.3396924,Coyoacán,Ciudad de México
900000,2,2,1,92.00,-99.5131783,18.3352993,Iguala,Guerrero
3487500,2,2,2,68.00,-99.1772237,19.4487446,Miguel Hidalgo,Ciudad de México
5721307,2,2,2,90.00,-99.1991127,19.3579164,Álvaro Obregón,Ciudad de México
2450000,2,3,1,103.00,-99.1087623,19.2824163,Xochimilco,Ciudad de México
1150000,2,2,2,87.00,-100.3744051,20.5494891,Santiago de Querétaro,Querétaro
7750000,4,3,3,385.00,-99.2641723,19.4140922,Huixquilucan,Estado de México
2260000,4,3,2,180.00,-89.5562387,21.0441276,Merida,Yucatán
1980000,4,3,2,161.00,-98.2765019,19.0978336,Cuautlancingo,Puebla
3500000,3,3,2,340.00,-89.6780555,21.0483333,Merida,Yucatán
3098000,2,3,2,120.00,-99.0722099,19.3581276,Iztapalapa,Ciudad de México
2600000,1,2,2,150.00,-99.1970894,19.5341494,Tlalnepantla de Baz,Estado de México
8700000,3,3,2,150.00,-99.16961,19.3885139,Benito Juarez,Ciudad de México
2700000,3,2,2,115.00,-100.3280594,20.6806231,El Marqués,Querétaro
4500000,2,2,2,90.00,-99.1738385,19.4358238,Miguel Hidalgo,Ciudad de México
11000000,3,3,2,250.00,-86.8089365,21.1613713,Benito Juárez,Quintana Roo
4380000,4,3,3,236.00,-99.2394005,19.5514549,Atizapán de Zaragoza,Estado de México
3045000,2,3,2,159.00,-87.0717322,20.6313415,Solidaridad,Quintana Roo
10800000,4,3,3,185.00,-99.2700352,19.3591812,Cuajimalpa,Ciudad de México
4928000,2,3,2,90.00,-99.2911874,19.4255755,Huixquilucan,Estado de México
2557200,2,2,1,75.00,-99.1393889,19.3704998,Benito Juarez,Ciudad de México
1950000,2,2,1,131.00,-98.2130574,19.0355284,Puebla de los Angeles,Puebla
8500000,3,3,1,300.00,-100.4675997,20.7218668,Santiago de Querétaro,Querétaro
7320000,2,2,2,238.00,-99.164656,19.3788054,Benito Juarez,Ciudad de México
3232000,2,3,2,104.00,-99.1198877,19.2751446,Xochimilco,Ciudad de México
12000000,3,4,3,400.00,-99.1636601,19.3828725,Benito Juarez,Ciudad de México
3000000,2,2,1,85.00,-99.140676,19.368542,Benito Juarez,Ciudad de México
2070000,4,4,2,191.00,-98.2752533,19.0995265,Cuautlancingo,Puebla
3098000,2,3,2,120.00,-99.1162509,19.3797089,Iztapalapa,Ciudad de México
2500000,2,3,2,90.00,-99.2437603,19.3029215,Magdalena Contreras,Ciudad de México
3290000,1,2,1,65.00,-99.1888729,19.4492459,Miguel Hidalgo,Ciudad de México
3500000,2,2,2,77.00,-99.1602017,19.3745593,Benito Juarez,Ciudad de México
4430000,4,4,2,200.00,-99.2443688,19.4969203,Naucalpan de Juárez,Estado de México
3200000,3,3,3,112.00,-99.255,19.5024625,Naucalpan de Juárez,Estado de México
3800000,2,3,1,85.00,-99.1603274,19.4088709,Cuauhtémoc,Ciudad de México
1100000,2,3,1,80.00,-98.970772,19.6884655,Tecámac,Estado de México
6500000,2,2,1,106.00,-99.1774462,19.4149803,Cuauhtémoc,Ciudad de México
3000000,2,2,2,67.00,-99.2909256,19.358692,Cuajimalpa,Ciudad de México
15500000,3,3,2,400.00,-99.1605094,19.3856042,Benito Juarez,Ciudad de México
5800000,2,3,2,138.00,-99.1724994,19.3668017,Benito Juarez,Ciudad de México
9800000,2,3,4,261.00,-99.1431563,19.4936966,Gustavo A. Madero,Ciudad de México
1200000,2,3,2,95.00,-99.0193274,19.6647301,Tecámac,Estado de México
2080000,1,3,1,170.00,-99.1329879,19.3255237,Coyoacán,Ciudad de México
4500000,4,3,2,260.00,-99.2476254,19.6302811,Cuautitlán Izcalli Municipality,Estado de México
1850000,3,3,2,163.00,-98.2932562,19.0364034,San Andrés Cholula,Puebla
1010000,3,3,3,90.00,-101.6379296,21.1656487,León,Guanajuato
19000000,4,3,4,300.00,-99.2327439,19.3954242,Miguel Hidalgo,Ciudad de México
8500000,3,3,2,280.00,-99.2026474,19.4343017,Miguel Hidalgo,Ciudad de México
683200,1,2,1,65.00,-99.1883965,19.4013904,Miguel Hidalgo,Ciudad de México
1220000,1,2,1,50.00,-99.1063235,19.4513868,Venustiano Carranza,Ciudad de México
1450000,3,4,2,125.00,-98.2065928,18.9860037,Puebla de los Angeles,Puebla
1420000,3,4,1,246.00,-99.0901322,19.6465076,Coacalco de Berriozábal,Estado de México
979000,3,3,1,93.00,-101.6283712,21.1586922,León,Guanajuato
2830000,4,3,2,160.00,-99.23541,19.6261826,Cuautitlán Izcalli Municipality,Estado de México
4000000,3,3,2,180.00,-99.2314943,19.3014003,Tlalpan,Ciudad de México
1596000,3,3,2,133.00,-99.9889437,20.4121043,"San Juan del Río Municipality, Querétaro",Querétaro
1550000,2,2,2,145.00,-99.9889437,20.4121043,"San Juan del Río Municipality, Querétaro",Querétaro
15200000,2,3,4,462.00,-99.23699,19.5077027,Naucalpan de Juárez,Estado de México
5500000,3,3,3,193.00,-99.2784555,19.4050398,Huixquilucan,Estado de México
4350000,4,4,3,275.00,-100.4530822,20.7251452,Santiago de Querétaro,Querétaro
1890000,3,3,2,175.00,-100.0140995,20.41447,"San Juan del Río Municipality, Querétaro",Querétaro
3445000,2,2,2,90.00,-99.2981592,19.3660917,Cuajimalpa,Ciudad de México
16500000,2,3,2,450.00,-99.167273,19.4040586,Cuauhtémoc,Ciudad de México
2872000,2,2,2,115.00,-87.2805901,20.4487208,Solidaridad,Quintana Roo
2100000,2,3,2,139.00,-98.8873952,19.3431184,Ixtapaluca,Estado de México
3800000,4,4,4,330.00,-99.0201452,19.2928522,Tláhuac,Ciudad de México
970000,2,4,1,187.00,-99.999816,20.3860605,"San Juan del Río Municipality, Querétaro",Querétaro
9500000,2,2,2,220.00,-99.1956012,19.4340199,Miguel Hidalgo,Ciudad de México
5950000,3,4,2,327.00,-99.2245237,19.4921351,Naucalpan de Juárez,Estado de México
1850000,3,4,2,185.00,-99.9889437,20.4121043,"San Juan del Río Municipality, Querétaro",Querétaro
1160000,2,2,1,55.00,-99.0620717,19.4072228,Iztacalco,Ciudad de México
3500000,2,3,2,240.00,-100.3479663,20.5951924,Santiago de Querétaro,Querétaro
5600000,3,4,3,301.00,-100.4393293,20.6490506,Santiago de Querétaro,Querétaro
1650000,2,3,2,200.00,-99.0230757,19.5503065,Ecatepec,Estado de México
1890000,4,4,2,200.00,-98.2620988,19.0269856,San Andrés Cholula,Puebla
5650000,4,3,2,240.00,-99.2704332,19.5414491,Atizapán de Zaragoza,Estado de México
3400000,3,3,2,155.00,-100.7677431,20.8917515,San Miguel de Allende,Guanajuato
2950000,3,3,4,270.00,-99.2497329,18.9129392,Cuernavaca,Morelos
19000000,2,2,2,201.00,-99.1956012,19.4340199,Miguel Hidalgo,Ciudad de México
4200000,4,4,2,240.00,-99.2175563,19.5528353,Tlalnepantla de Baz,Estado de México
3900000,3,4,2,321.00,-99.1227898,19.2799533,Xochimilco,Ciudad de México
1380000,2,3,2,98.00,-99.2432568,18.9524161,Cuernavaca,Morelos
1950000,3,3,2,240.00,-101.2106449,19.6752116,Morelia,Michoacán
1650000,3,3,2,165.00,-100.0206376,20.4122344,"San Juan del Río Municipality, Querétaro",Querétaro
4800000,4,3,2,350.00,12.3155151,45.4408474,Venezia,Veneto
16129000,4,2,2,189.00,-99.1956012,19.4340199,Miguel Hidalgo,Ciudad de México
16500000,3,3,3,325.00,-99.2480728,19.4010793,Miguel Hidalgo,Ciudad de México
6450000,3,3,2,183.00,-99.2401286,19.4209312,Naucalpan de Juárez,Estado de México
6557000,2,3,2,137.00,-99.1664334,19.383798,Benito Juarez,Ciudad de México
13500000,4,4,3,400.00,-99.1880461,19.3669568,Benito Juarez,Ciudad de México
26500000,3,3,3,353.00,-99.2407996,19.3870901,Álvaro Obregón,Ciudad de México
14000000,4,3,2,520.00,-100.3164932,25.636176,Monterrey,Nuevo León
2400000,4,3,4,170.00,-100.0051856,20.3851184,"San Juan del Río Municipality, Querétaro",Querétaro
5900000,3,3,4,320.00,-99.1825805,19.2794255,Tlalpan,Ciudad de México
24500000,4,4,4,500.00,-100.3792671,25.6426173,San Pedro Garza García,Nuevo León
2324000,1,2,1,63.00,-99.1320327,19.392027,Iztacalco,Ciudad de México
10900000,3,3,2,210.00,-99.2300641,19.3975785,Miguel Hidalgo,Ciudad de México
